,Case Number,Year,Country,Activity,Sex,Age,Fatal (Y/N)
3474,1964.02.02,1964,AUSTRALIA,Swimming,M,23.0,Y
3475,1964.02.01,1964,NEW ZEALAND,Rowing,,,N
3476,1964.02.00.b,1964,USA,Floating,M,12.0,N
3477,1964.02.00.a,1964,COSTA RICA,Swimming,M,,Y
3478,1964.01.27,1964,FIJI,Spearfishing,,,Y
3479,1964.01.23,1964,SOUTH AFRICA,Body surfing,M,39.0,N
3480,1964.01.22,1964,SOUTH AFRICA,Standing,M,17.0,N
3481,1964.01.21,1964,SOUTH AFRICA,Shark watching,,,N
3482,1964.01.18,1964,AUSTRALIA,Freediving,M,,N
3483,1964.01.11,1964,USA,Spearfishing / Scuba diving (at surface),M,21.0,N
3484,1964.01.06.R,1964,PAPUA NEW GUINEA,Fishing,M,,Y
3485,1964.01.04,1964,FIJI,Swimming,F,20.0,N
3486,1964.01.01.b,1964,AUSTRALIA,,,,UNKNOWN
3487,1964.01.01.a,1964,SOUTH AFRICA,Diving for sinkers,M,,N
3488,1964.01.00,1964,NEW ZEALAND,Snorkeling,M,,N
3489,1963.12.29,1963,SOUTH AFRICA,Standing,F,20.0,N
3490,1963.12.26.b,1963,SOUTH AFRICA,Swimming ,M,24.0,N
3491,1963.12.26.a,1963,AUSTRALIA,Sitting on gunwale of boat,M,,N
3492,1963.12.25,1963,SOUTH AFRICA,Swimming,M,18.0,Y
3493,1963.12.22.b,1963,ATLANTIC OCEAN,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,,N
3494,1963.12.22.a,1963,SOUTH AFRICA,Helping friend land hooked shark,M,13.0,N
3495,1963.12.21,1963,AUSTRALIA,Fishing,M,,N
3496,1963.12.20.b,1963,SOUTH AFRICA,Spearfishing,M,,N
3497,1963.12.20.a,1963,SOUTH AFRICA,Splashing in surf,M,15.0,Y
3498,1963.12.08,1963,AUSTRALIA,Spearfishing,M,23.0,N
3499,1963.12.04.R,1963,NEW BRITAIN,Spearfishing,M,22.0,Y
3500,1963.11.30.b,1963,NEW ZEALAND,Treading water while alongside capsized yacht,M,20.0,N
3501,1963.11.30.a,1963,PAPUA NEW GUINEA,Fishing / standing in waist deep water,F,18.0,N
3502,1963.11.28,1963,FIJI,Fishing,F,21.0,N
3503,1963.11.25,1963,FIJI,Spearing fish,M,25.0,N
3504,1963.11.16.R,1963,ITALY,Spearfishing,M,28.0,N
3505,1963.11.14,1963,AUSTRALIA,Catching sharks under government contract,M,,N
3506,1963.11.12,1963,USA,Testing anti-shark cage,M,,N
3507,1963.11.05.R,1963,PAPUA NEW GUINEA,Wading,M,,N
3508,1963.11.04,1963,PALAU,Fishing,M,35.0,N
3509,1963.10.16,1963,USA,"Surf fishing, wading ",M,28.0,N
3510,1963.10.15,1963,NORTH PACIFIC OCEAN,Fishing for sharks,M,20.0,N
3511,1963.09.29,1963,CHILE,Spearfishing / free diving,M,,Y
3512,1963.09.26,1963,USA,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",,25.0,Y
3513,1963.09.22,1963,SOLOMON ISLANDS,Spearing fish,M,30.0,Y
3514,1963.09.13,1963,AUSTRALIA,Surfing,M,18.0,N
3515,1963.09.10,1963,USA,"Spearfishing, pulled sharks tail",M,16.0,N
3516,1963.08.00,1963,DOMINICAN REPUBLIC,"Swimming, when caught in heavy seas",M,,Y
3517,1963.07.28,1963,FEDERATED STATES OF MICRONESIA,Spearfishing,M,26.0,N
3518,1963.07.15,1963,USA,Bathing,M,14.0,N
3519,1963.07.11,1963,USA,"Fishing, on charter boat Silver Dollar",M,24.0,N
3520,1963.07.10.R,1963,JAMAICA,63' fishing boat Sno' Bay foundered,,,Y
3521,1963.07.00,1963,PANAMA,"Seining for bait, standing in chest-deep water",M,,Y
3522,1963.06.01.b,1963,GREECE,Swimming,F,42.0,Y
3523,1963.06.01.a,1963,PAPUA NEW GUINEA,Fishing,M,30.0,N
3524,1963.05.18,1963,USA,Swimming,M,,N
3525,1963.05.14,1963,PHILIPPINES,"Boat, with 42 passengers onboard, capsized in rough seas",,,Y
3526,1963.04.22,1963,AUSTRALIA,Fishing,M,,N
3527,1963.04.20,1963,USA,Swimming,M,25.0,Y
3528,1963.04.17,1963,SOUTH AFRICA,Swimming,M,15.0,N
3529,1963.04.13,1963,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",M,25.0,N
3530,1963.04.12,1963,USA,Surfing ,M,15.0,N
3531,1963.04.08,1963,USA,Washed into sea while picking opihi,M,,Y
3532,1963.03.30,1963,SOLOMON ISLANDS,The 500-ton coastal trader Polurrian foundered ,M,,Y
3533,1963.02.27,1963,PAPUA NEW GUINEA,Swimming,M,,N
3534,1963.02.24,1963,AUSTRALIA,Spearfishing,M,18.0,N
3535,1963.02.08,1963,FIJI,Spearfishing,M,28.0,N
3536,1963.02.06,1963,MAURITIUS,,M,24.0,N
3537,1963.02.04,1963,USA,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,,Y
3538,1963.01.30,1963,FIJI,Freediving,M,41.0,N
3539,1963.01.28,1963,AUSTRALIA,Wading,F,32.0,Y
3540,1963.01.26,1963,AUSTRALIA,Swimming,M,25.0,Y
3541,1963.01.22,1963,SOUTH AFRICA,Fishing ,,,N
3542,1963.01.14,1963,NEW ZEALAND,Fishing,,14.0,N
3543,1963.01.12,1963,SOUTH AFRICA,Fishing,M,,N
3544,1963.01.11,1963,SOUTH AFRICA,"Free diving, hunting crayfish",M,27.0,N
3545,1963.01.06,1963,SOUTH AFRICA,Spearfishing,M,24.0,N
3546,1963.01.04,1963,AUSTRALIA,Shark fishing,,,N
3547,1963.01.00,1963,MOZAMBIQUE,,,,N
3548,1963.00.00.b,1963,FIJI,,,,UNKNOWN
3549,1963.00.00.a,1963,SEYCHELLES,Fishing for turtles,M,,Y
3550,1962.12.30,1962,SOUTH AFRICA,Scuba diving,M,,N
3551,1962.12.09,1962,AUSTRALIA,Spearfishing,M,16.0,Y
3552,1962.12.00,1962,SOUTH AFRICA,Fishing,,,N
3553,1962.11.29,1962,AUSTRALIA,"Spearfishing, Scuba diving",M,26.0,N
3554,1962.11.25,1962,AUSTRALIA,,M,,Y
3555,1962.11.11,1962,USA,Spearfishing / Scuba diving (at surface),M,24.0,N
3556,1962.11.10,1962,AUSTRALIA,Fishing,,,N
3557,1962.11.00,1962,MID ATLANTIC OCEAN,Abandoning burning ship Captain George in raging seas,M,,N
3558,1962.10.28,1962,SOUTH AFRICA,Spearfishing,M,30.0,N
3559,1962.10.25,1962,MEXICO,Wading,M,32.0,Y
3560,1962.10.15,1962,ADMIRALTY ISLANDS,,M,26.0,N
3561,1962.10.14,1962,AUSTRALIA,Adrift after wave swamped engine,M,,N
3562,1962.10.06,1962,USA,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43.0,N
3563,1962.10.00,1962,PANAMA,Sitting in shallows,M,1.0,Y
3564,1962.09.30,1962,BRITISH WEST INDIES,Spearfishing,M,24.0,N
3565,1962.09.22,1962,MEXICO,Swimming,M,20.0,N
3566,1962.09.13,1962,SOUTH ATLANTIC OCEAN,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29.0,Y
3567,1962.09.02,1962,ITALY,Spearfishing with Scuba gear,M,28.0,Y
3568,1962.08.31.R,1962,ISRAEL,Fishing,M,,UNKNOWN
3569,"1962,08.30.b",1962,TURKEY,,M,,N
3570,1962.08.30.a,1962,PAPUA NEW GUINEA,Fishing,M,49.0,N
3571,1962.08.29,1962,USA,Diving for abalone,M,39.0,N
3572,1962.08.26,1962,USA,,,,N
3573,1962.08.23,1962,SOUTH AFRICA,Fishing,,,N
3574,1962.08.19,1962,USA,Surf fishing in waist-deep water,M,40.0,Y
3575,1962.08.12,1962,USA,Standing,M,24.0,N
3576,1962.08.01,1962,PAPUA NEW GUINEA,Spearfishing,M,,Y
3577,1962.08.00.b,1962,ITALY,Diving,M,,N
3578,1962.08.00.a,1962,SENEGAL,Beach seine netting,M,23.0,N
3579,1962.07.28,1962,USA,Standing,M,21.0,N
3580,1962.07.20,1962,MADAGASCAR,Finning the shark,M,20.0,N
3581,1962.07.19,1962,USA,Fishing for albacore,M,19.0,N
3582,1962.07.10,1962,USA,Playing in surf with his child  (9),M,41.0,N
3583,1962.07.07,1962,USA,Dived from inner-tube,M,13.0,N
3584,1962.07.03.R,1962,GREECE,,,,N
3585,1962.06.25,1962,USA,U.S. Airforce crewman reported missing after bailing out of jet,M,,Y
3586,1962.06.21,1962,SOUTH AFRICA,"On a ""shark hunt""",,,N
3587,1962.06.17,1962,USA,Rolled off raft,M,11.0,N
3588,1962.06.11.b,1962,USA,Escaping from Alacatraz,M,31.0,N
3589,1962.06.11.b,1962,USA,Escaping from Alacatraz,M,32.0,Y
3590,1962.06.11.a,1962,USA,Escaping from Alacatraz,M,35.0,Y
3591,1962.06.10.b,1962,PAPUA NEW GUINEA,Washing,M,,Y
3592,1962.06.10.a,1962,USA,Standing,M,13.0,N
3593,1962.06.07,1962,AUSTRALIA,Fishing,,,N
3594,1962.06.04,1962,USA,"Scuba diving, attempting to catch a captive shark",M,55.0,N
3595,1962.06.03,1962,USA,Free diving,M,31.0,N
3596,1962.05.29,1962,USA,,M,17.0,N
3597,1962.05.12,1962,USA,25-foot cabin cruiser Happy Jack sank in heavy seas,,,Y
3598,1962.05.00.R,1962,FIJI,Fishing,,,N
3599,1962.04.20,1962,AUSTRALIA,Fishing,,,N
3600,1962.04.09,1962,MOZAMBIQUE,Swimming,M,16.0,N
3601,1962.04.07,1962,SOUTH AFRICA,Wading,M,13.0,N
3602,1962.04.05,1962,SOUTH AFRICA,Fishing,,,N
3603,1962.03.25.b,1962,NEW ZEALAND,,M,,N
3604,1962.03.25.a,1962,AUSTRALIA,Fishing & spearfishing,,,N
3605,1962.03.24,1962,PAPUA NEW GUINEA,Swimming,M,10.0,Y
3606,1962.02.23,1962,PAPUA NEW GUINEA,Swimming along a row of nets,M,,N
3607,1962.02.18,1962,NEW ZEALAND,Swimming,M,15.0,N
3608,1962.02.15,1962,AUSTRALIA,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,N
3609,1962.02.07,1962,SOUTH AFRICA,Swimming,M,22.0,Y
3610,1962.02.05,1962,SOUTH AFRICA,Treading water,M,13.0,Y
3611,1962.02.04,1962,AUSTRALIA,Swimming,M,35.0,N
3612,1962.02.02,1962,NEW ZEALAND,Fishing,,,UNKNOWN
3613,1962.02.00,1962,SOLOMON ISLANDS,Swimming outside fishing net,M,,Y
3614,1962.01.27,1962,NEW ZEALAND,Splashing ,M,18.0,N
3615,1962.01.26,1962,MOZAMBIQUE,,M,16.0,UNKNOWN
3616,1962.01.21,1962,AUSTRALIA,Spearfishing,M,19.0,N
3617,1962.01.18,1962,SOUTH AFRICA,"Fishing, slipped on rocks & fell into sea",M,40.0,Y
3618,1962.01.16,1962,NEW ZEALAND,Fishing,,,N
3619,1962.01.15,1962,NEW ZEALAND,Spearfishing,M,44.0,N
3620,1962.01.14.c,1962,USA,Spearfishing / Scuba diving (at surface),M,29.0,N
3621,1962.01.14.b,1962,AUSTRALIA,Spearfishing,,,N
3622,1962.01.14.a,1962,AUSTRALIA,Surfing,M,19.0,N
3623,1962.01.11.c,1962,AUSTRALIA,Fishing,,,N
3624,1962.01.11.b,1962,PAPUA NEW GUINEA,Spearfishing,M,24.0,N
3625,1962.01.11.a,1962,NEW ZEALAND,Surf fishing,F,54.0,N
3626,1962.01.10,1962,AUSTRALIA,Fishing for sharks,,,N
3627,1962.01.08,1962,AUSTRALIA,Swimming,M,25.0,Y
3628,1962.01.07.b,1962,AUSTRALIA,Rowing,,,N
3629,1962.01.07.a,1962,AUSTRALIA,Surfing,,,N
3630,1962.01.06,1962,SOUTH AFRICA,Fishing,,,N
3631,1962.01.02,1962,AUSTRALIA,Fishing,,,N
3632,1962.01.01,1962,MARSHALL ISLANDS,Fishing with hand net in 2' of water,M,57.0,N
3633,1962.00.00.c,1962,SPAIN,Dangling feet in the water,F,,N
3634,1962.00.00.b,1962,INDONESIA,,,,Y
3635,1962.00.00.a,1962,AUSTRALIA,Diving,M,,N
3636,1961.12.28.c,1961,AUSTRALIA,Standing,F,18.0,Y
3637,1961.12.28.b,1961,AUSTRALIA,Standing,M,24.0,N
3638,1961.12.28.a,1961,SOUTH AFRICA,Treading water,M,18.0,N
3639,1961.12.27,1961,AUSTRALIA,Spearfishing,M,23.0,N
3640,1961.12.19,1961,AUSTRALIA,"Fishing, hauling in a 5-lb snapper",,,N
3641,1961.12.18.b,1961,MOZAMBIQUE,Bathing,M,20.0,N
3642,1961.12.18.a,1961,AUSTRALIA,"Surfing, pushing board ashore",M,22.0,Y
3643,1961.12.13,1961,AUSTRALIA,Swimming with other crew near wharf,M,17.0,N
3644,1961.11.14,1961,MEXICO,,,,Y
3645,1961.10.27,1961,PHILIPPINES,Gathering shells,M,,N
3646,1961.10.09,1961,USA,Swimming,M,45.0,Y
3647,1961.10.00.b,1961,VANUATU,Paddling outrigger canoe,M,,N
3648,1961.10.00.a,1961,USA,,M,45.0,Y
3649,1961.09.26,1961,USA,,M,16.0,N
3650,1961.09.24.b,1961,CROATIA,Swimming,M,19.0,Y
3651,1961.09.24.a,1961,TANZANIA,Fishing,M,42.0,N
3652,1961.09.23,1961,MID ATLANTIC OCEAN,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22.0,N
3653,1961.09.07,1961,PERSIAN GULF,"Free diving, surveying a pipeline & examing cathodes under jetty",M,,N
3654,1961.09.02.R,1961,ITALY,Fishing,M,,N
3655,1961.09.06,1961,AUSTRALIA,Attaching a line at sea,,,Y
3656,1961.08.20,1961,USA,Swimming,M,16.0,N
3657,1961.08.16,1961,USA,Wading,M,19.0,N
3658,1961.08.04,1961,BERMUDA,Spearfishing,M,22.0,N
3659,1961.08.02,1961,USA,"Net fishing, picking catch from the net",M,38.0,N
3660,1961.08.01,1961,PAPUA NEW GUINEA,"Fishing, two large sharks passed. He speared one and it bit him",M,,N
3661,1961.07.29,1961,USA,Spearfishing,M,57.0,N
3662,1961.07.16,1971,TURKEY,Swimming,M,16.0,N
3663,1961.07.07.b,1961,AUSTRALIA,Shark fishing,,,N
3664,1961.07.00.b,1961,ITALY,Spearfishing,M,21.0,N
3665,1961.07.00.a,1961,PANAMA,Fishing (trolling)  from canoe,M,10.0,Y
3666,1961.06.24,1961,USA,Scuba diving & spearfishing ,M,23.0,Y
3667,1961.06.18,1961,USA,Standing,M,25.0,N
3668,1961.06.06.R,1961,USA,Spearfishing on Scuba,M,,N
3669,1961.06.02,1961,NEW BRITAIN,Spearfishing,M,,N
3670,1961.06.01,1961,PAPUA NEW GUINEA,"Fishing, speared shark upset canoe & man fell in water",M,19.0,N
3671,1961.05.21,1961,USA,Free diving for abalone,M,20.0,N
3672,1961.05.17,1961,NEW BRITAIN,Collecting dynamited fish,M,,N
3673,1961.05.15,1961,USA,Walking in chest-deep water,M,52.0,N
3674,1961.05.07,1961,AUSTRALIA,Spearfishing,M,,N
3675,1961.04.30,1961,USA,Splashing ,M,10.0,N
3676,1961.04.25,1961,AUSTRALIA,Spearfishing,M,,N
3677,1961.04.21,1961,MOZAMBIQUE,Swimming,M,37.0,N
3678,1961.04.17,1961,SOUTH AFRICA,Diving,M,,N
3679,1961.04.16.b,1961,USA,Spearfishing,M,22.0,N
3680,1961.04.16.a,1961,AUSTRALIA,Spearfishing,M,21.0,N
3681,1961.04.14,1961,AUSTRALIA,"Checking fish traps, fell into the water",M,40.0,N
3682,1961.04.09,1961,MOZAMBIQUE,"Swimming, using bundles of sticks as raft",M,38.0,Y
3683,1961.04.08,1961,PERSIAN GULF,Cargo ship Dara sank after collision with another ship during a severe storm,,,Y
3684,1961.04.03,1961,AUSTRALIA,Spearfishing,M,24.0,N
3685,1961.04.00,1961,AUSTRALIA,Spearfishing,M,,N
3686,1961.03.30,1961,AUSTRALIA,Spearfishing,M,24.0,N
3687,1961.03.18,1961,AUSTRALIA,Swimming,M,24.0,N
3688,1961.03.14,1961,AUSTRALIA,Fishing from dinghy,F,,N
3689,1961.03.12,1961,AUSTRALIA,Spearfishing,M,21.0,N
3690,1961.03.09,1961,NORTH PACIFIC OCEAN,Free diving,M,33.0,N
3691,1961.03.07,1961,SOUTH AFRICA,Fishing,M,44.0,N
3692,1961.03.00,1961,FIJI,Floating on back,M,,N
3693,1961.02.17.b,1961,USA,Cleaning a tank,M,30.0,N
3694,1961.02.17.a,1961,AUSTRALIA,Standing,F,,N
3695,1961.02.16,1961,JAMAICA,,M,,Y
3696,1961.02.12,1961,SOUTH AFRICA,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27.0,N
3697,1961.02.01.b,1961,SOUTH AFRICA,Swimming,M,14.0,Y
3698,1961.02.01.a,1961,AUSTRALIA,Collecting crayfish,M,,N
3699,1961.02.00,1961,USA,,M,,N
3700,1961.01.25,1961,SOUTH AFRICA,Fishing for kob,,,N
3701,1961.01.22,1961,SOUTH AFRICA,Swimming,M,15.0,N
3702,1961.01.15,1961,AUSTRALIA,Collecting aquarium specimens,M,27.0,N
3703,1961.01.06.c,1961,SOUTH AFRICA,Standing,M,13.0,N
3704,1961.01.06.b,1961,ATLANTIC OCEAN,Pacific Seafarer of US Navy,,,Y
3705,1961.01.06.a,1961,AUSTRALIA,Fishing,M,,N
3706,1961.01.05,1961,MOZAMBIQUE,Swimming,M,,N
3707,1961.01.03.b,1961,SOUTH AFRICA,Standing,M,,N
3708,1961.01.03.a,1961,SOUTH AFRICA,,,,Y
3709,1961.01.02.R,1961,AUSTRALIA,Ocean racing,,,N
3710,1961.00.00.e,1961,AUSTRALIA,Fishing for mackerel,,,N
3711,1961.01.01,1961,COLUMBIA,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,,N
3712,1961.00.00.d,1961,NEW CALEDONIA,Spearfishing,,,N
3713,1961.00.00.b,1961,SENEGAL,Free diving for molluscs,M,20.0,Y
3714,1961.00.00.a,1961,USA,Light aircraft ditched at sea,,,Y
3715,1960.12.27.b,1960,USA,Swept out to sea while net fishing,M,,Y
3716,1960.12.27.a.,1960,AUSTRALIA,,F,27.0,N
3717,1960.12.24,1960,SOUTH AFRICA,Swimming,M,25.0,Y
3718,1960.12.20,1960,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33.0,N
3719,1960.12.01,1960,AUSTRALIA,Fishing,M,,N
3720,1960.11.27,1960,AUSTRALIA,Swimming,M,41.0,N
3721,1960.11.22,1960,USA,"Fell overboard, prop slashed arm",F,51.0,Y
3722,1960.11.11,1960,AUSTRALIA,Chasing shark out of bathing area while riding on a surf-ski,M,17.0,N
3723,1960.11.06,1960,AUSTRALIA,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24.0,N
3724,1960.11.00.d,1960,SOUTH AFRICA,Hand lining for shad,,,N
3725,1960.11.00.c,1960,NEW GUINEA,,M,,N
3726,1960.11.00.b,1960,PAPUA NEW GUINEA,Fishing,M,,Y
3727,1960.10.25,1960,USA,Ejected from F3H-2 aircraft ,M,36.0,N
3728,1960.10.24,1960,SOUTH AFRICA,Fishing for rock lobsters,,,N
3729,1960.10.02,1960,AUSTRALIA,Fishing,M,24.0,N
3730,1960.10.00.e,1960,PAPUA NEW GUINEA,Collecting shells,M,26.0,N
3731,1960.10.00.d,1960,RED SEA / INDIAN OCEAN,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,,Y
3732,1960.10.00.c,1960,USA,Diving,M,,Y
3733,1960.10.00.b,1960,SOUTH AFRICA,Fishing,,,N
3734,1960.10.00.a,1960,JOHNSTON ISLAND,"Free diving / photography, kneeling on sand",M,37.0,N
3735,1960.09.24,1960,USA,Fishing inside net,M,,N
3736,1960.09.22,1960,PACIFIC OCEAN,R5D aircraft went down with 29 on board,M,,N
3737,1960.09.18,1960,AUSTRALIA,,,,N
3738,1960.09.02,1960,MARSHALL ISLANDS,Free diving / Spearfishing,M,,N
3739,1960.09.01,1960,MARSHALL ISLANDS,Free diving / Spearfishing,M,,N
3740,1960.08.30,1960,USA,Swimming 3 miles offshore,M,25.0,N
3741,1960.08.29,1960,SENEGAL,Air disaster: crash of Air France Super Constellation ,,,Y
3742,1960.08.25,1960,USA,Aircraft crashed into sea,M,,Y
3743,1960.08.24,1960,USA,Free diving,M,38.0,N
3744,1960.08.22.R.,1960,PAPUA NEW GUINEA,Free-diving,M,,N
3745,1960.08.22,1960,USA,,M,14.0,N
3746,1960.08.21,1960,USA,Standing in knee-deep water,M,24.0,N
3747,1960.08.14,1960,MOZAMBIQUE,boat with 46 people on board capsized,,,N
3748,1960.08.10,1960,USA,Holding shark on leader & dangling it above the water,M,15.0,N
3749,1960.08.04.b,1960,ENGLAND,Helping angler land a shark,M,25.0,N
3750,1960.08.04.a,1960,USA,"Fishing, Struck by another shark when removing shark from line",M,46.0,N
3751,1960.08.00,1960,USA,Swimming from camp,M,,Y
3752,1960.07.27,1960,PAPUA NEW GUINEA,Spearfishing,M,25.0,N
3753,1960.07.05,1960,USA,Pulling raft out to ride to shore,M,17.0,N
3754,1960.07.03,1960,USA,"Fishing, tossing netted shark onboard",M,41.0,N
3755,1960.07.02.a,1960,PAPUA NEW GUINEA,Fishing,M,,N
3756,1960.06.29,1960,USA,Surf fishing,M,,N
3757,1960.06.27.b,1960,NEW ZEALAND,Shark fishing,,,N
3758,1960.06.27.a,1960,NORTH SEA,Fishing,M,18.0,N
3759,1960.06.24,1960,USA,Scuba diving,M,39.0,N
3760,1960.06.07,1960,USA,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,,N
3761,1960.06.05,1960,PHILIPPINES,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58.0,Y
3762,1960.06.04,1960,USA,Swimming,M,24.0,N
3763,1960.05.29,1960,PANAMA,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,27.0,N
3764,1960.05.24,1960,BERMUDA,Free diving but treading water at surface,M,25.0,N
3765,1960.05.19,1960,USA,Swimming ,F,16.0,N
3766,1960.05.16,1960,USA,,,,N
3767,1960.05.01,1960,PAPUA NEW GUINEA,,,,Y
3768,1960.04.30,1960,SOUTH AFRICA,Treading water,M,16.0,N
3769,1960.04.24,1960,USA,Skindiving for abalone (but at surface),M,48.0,N
3770,1960.04.22,1960,AUSTRALIA,"Fishing, hauling in a set line",M,,N
3771,1960.04.20.R,1960,SOUTH AFRICA,Fishing,M,,N
3772,1960.04.14,1960,BERMUDA,Floating on a raft,M,,N
3773,1960.04.12,1960,AUSTRALIA,Surfing,M,17.0,N
3774,1960.04.10,1960,AUSTRALIA,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,,N
3775,1960.04.03.b,1960,AUSTRALIA,Spearfishing,M,,N
3776,1960.04.03.a,1960,AUSTRALIA,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,,N
3777,1960.04.01,1960,AUSTRALIA,Shark fishing,,,N
3778,1960.04.00.c,1960,FIJI,Fishing in shoulder-deep water,F,,Y
3779,1960.04.00.b,1960,PHILIPPINES,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,,Y
3780,1960.04.00.a,1960,SOUTH AFRICA,Fishing,,,N
3781,1960.03.31,1960,USA,Treading water,M,42.0,N
3782,1960.03.28,1960,GUAM,"Spearfishing, carrying fish on belt",M,44.0,N
3783,1960.02.29,1960,AUSTRALIA,"Wading, fishing for flounder",M,,N
3784,1960.02.27.b,1960,NEW ZEALAND,Spearfishing,M,22.0,N
3785,1960.02.27.a,1960,USA,Spearfishing,M,36.0,N
3786,1960.02.24,1960,SENEGAL,Fishing,M,,N
3787,1960.02.19,1960,PAPUA NEW GUINEA,Spearfishing,M,26.0,Y
3788,1960.02.10.,1960,AUSTRALIA,Shark fishing,,,N
3789,1960.02.07,1960,AUSTRALIA,Spearfishing,M,20.0,N
3790,1960.02.03,1960,USA,S2F-1 airplane crashed immediately after carrier take-off,,,Y
3791,1960.01.30,1960,PAPUA NEW GUINEA,,M,,N
3792,1960.01.26,1960,,Portuguese Airliner with 9 people aboard went down. ,,,N
3793,1960.01.21,1960,AUSTRALIA,,,,N
3794,1960.01.16,1960,AUSTRALIA,Free diving,M,13.0,Y
3795,1960.01.13,1960,AUSTRALIA,"Fishing, lifting shark out of craypot",M,,N
3796,1960.01.07,1960,AUSTRALIA,Setting crayfish pots,,,N
3797,1960.01.01,1960,SOUTH AFRICA,"Standing, watching seine netters",F,,N
3798,1960.00.00.j,1960,NICARAGUA ,Bathing,M,,N
3799,1960.00.00.i,1960,GRENADA,Spearfishing,M,9.0,N
3800,1960.00.00.h,1960,CARIBBEAN SEA,Aircraft crashed into sea,M,,N
3801,1960.00.00.g,1960,SRI LANKA,Spearfishing,M,,N
3802,1960.00.00.f,1960,SRI LANKA,Collecting ornamental fish,M,,N
3803,1960.00.00.e,1960,FIJI,Spearfishing,M,,N
3804,1960.00.00.d,1960,PAPUA NEW GUINEA,"Spear fishing, removing fish from spear",M,16.0,Y
3805,1960.00.00.c,1960,PAPUA NEW GUINEA,Fishing,M,20.0,N
3806,1960.00.00.b,1960,MOZAMBIQUE,Swimming,F,5.0,Y
3807,1960.00.00.a,1960,SOUTH AFRICA,Wading,F,,N
3808,1959.12.29,1959,AUSTRALIA,Paddling,,,N
3809,1959.12.28,1959,AUSTRALIA,Fishing,,,N
3810,1959.12.26,1959,PAPUA NEW GUINEA,Swimming underneath house on pilings,,13.0,Y
3811,1959.12.19.b,1959,AUSTRALIA,Dived from dinghy to retrieve oar in heavy seas,M,29.0,Y
3812,1959.12.19.a,1959,PHILIPPINES,ship M.V. Rizal sank during typhoon,M,,Y
3813,1959.12.11,1959,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,,N
3814,1959.12.07,1959,AUSTRALIA,Spearfishing,M,,N
3815,1959.12.03,1959,NEW ZEALAND,Fishing for snapper,M,,N
3816,1959.12.00,1959,MALDIVE ISLANDS,17 Maldivians adrift in open boat for 31 days,F,3.0,Y
3817,1959.11.29,1959,AUSTRALIA,Body surfing,M,19.0,N
3818,1959.11.28,1959,AUSTRALIA,Standing in chest-deep water,M,17.0,N
3819,1959.11.22,1959,AUSTRALIA,Trailing the field in a surf race,M,19.0,N
3820,1959.11.16,1959,USA,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,Y
3821,1959.11.15,1959,SOUTH AFRICA,Fishing for tunny,,,N
3822,1959.11.12.R,1959,AUSTRALIA,Shark fishing,,,N
3823,1959.11.10,1959,USA,Swimming at surface through school of feeding 2.5' to 5 sharks,M,21.0,N
3824,1959.11.09,1959,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat",M,,N
3825,1959.11.01,1959,PAPUA NEW GUINEA,Fishing,M,,N
3826,1959.10.07,1959,MOZAMBIQUE,Swimming,M,,Y
3827,1959.10.05,1959,PAPUA NEW GUINEA,,,,N
3828,1959.10.04,1959,USA,Diving for abalone,M,30.0,N
3829,1959.10.02,1959,FIJI,Dived overboard to retrieve dinghy,M,,Y
3830,1959.10.00,1959,FIJI,Spearfishing,M,36.0,N
3831,1959.09.30,1959,PHILIPPINES,Swimming ,M,28.0,N
3832,1959.09.27,1959,BERMUDA,,F,29.0,Y
